uuid,Last Credentialed Scan,repository,operatingSystem,pluginID,pluginName,firstSeen,lastSeen,sourcetype,Level,cve
10000asas0000148,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,McAfee Agent < 5.7.5 Multiple Vulnerabilities (SB10378),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000149,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Apache Log4j 2.x < 2.17.0 DoS,1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000150,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000151,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Network Equipment,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000152,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/20/2022,1/27/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000153,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000154,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/20/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000155,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,F5 BIG-IP Edge Client Windows 7.2.1 < 7.2.1.3 / 7.1.6 < 7.1.9.9 Update 1 DLL Hijacking (K33757590),12/9/2021,1/27/2022,vulnerability:open,Medium,CVE-0000-0000
10000asas0000156,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Microsoft Edge (Chromium) < 97.0.1072.69 Multiple Vulnerabilities,1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000157,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000158,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000159,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000160,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000161,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Network Equipment,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/20/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000162,2022-01-04 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000163,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000164,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000165,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Low,CVE-0000-0000
10000asas0000166,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000167,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/27/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000168,2022-01-05 2022-01-06 2022-01-13 2022-01-20 2022-01-27,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/27/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000169,2022-01-04 2022-01-11 2022-01-18 2022-01-25,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),8/4/2021,1/25/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000170,2022-01-04 2022-01-11 2022-01-18 2022-01-25,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/25/2022,1/25/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000171,2022-01-04 2022-01-11 2022-01-18 2022-01-25,Servers,Linux Kernel 4.18.0-348.el8.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/25/2022,1/25/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000172,2022-01-04 2022-01-11 2022-01-18 2022-01-25,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000173,2022-01-04 2022-01-11 2022-01-18 2022-01-25,Servers,Linux Kernel 4.14.35-2047.510.4.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/25/2022,1/25/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000174,2022-01-04 2022-01-11 2022-01-18 2022-01-25,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000175,1/10/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000176,1/9/2022,Servers,Linux Kernel 5.4.17-2136.302.6.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/31/2022,1/31/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000177,1/10/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),12/17/2021,1/25/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000178,1/13/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Microsoft Windows Codecs Library RCE (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000179,1/10/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Windows Speculative Execution Configuration Check,12/8/2020,1/25/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000180,1/18/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Security Updates for Microsoft Word Products (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000181,1/16/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/31/2022,1/31/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000182,1/18/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/8/2020,1/25/2022,vulnerability:open,Low,CVE-0000-0000
10000asas0000183,1/18/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),12/17/2021,1/25/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000184,1/20/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000185,1/25/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),12/17/2021,1/25/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000186,1/25/2022,Servers,Microsoft Windows Server 2012 R2 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000187,1/24/2022,Servers,Microsoft Windows Server 2012 R2 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/31/2022,1/31/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000188,1/27/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/20/2022,1/27/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000189,1/25/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/8/2020,1/25/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000190,1/31/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/31/2022,1/31/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000191,1/3/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/17/2021,1/25/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000192,1/2/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/31/2022,1/31/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000193,1/3/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),12/8/2020,1/25/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000194,1/3/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000195,1/19/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000196,1/26/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/19/2022,1/26/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000197,1/21/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/28/2022,1/31/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000198,1/19/2022,Servers,Linux Kernel 4.18.0-348.el8.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/19/2022,1/26/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000199,1/3/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Microsoft Edge (Chromium) < 97.0.1072.69 Multiple Vulnerabilities,1/24/2022,1/31/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000200,1/18/2022,Servers,Linux Kernel 4.14.35-2047.510.4.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Security Updates for Microsoft Word Products (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000201,1/20/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Microsoft Windows Codecs Library RCE (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000202,1/25/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000203,1/25/2022,Servers,Linux Kernel 5.4.17-2136.302.6.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000204,1/25/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000205,1/23/2022,Servers,Linux Kernel 3.10.0-1160.36.2.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),10/27/2021,1/23/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000206,1/24/2022,Servers,Linux Kernel 4.14.35-2047.500.9.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/17/2022,1/31/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000207,1/3/2022,Servers,Linux Kernel 4.18.0-240.22.1.el8_3.x86_64 on Oracle Linux Server release 8.3,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000208,1/23/2022,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/30/2022,1/30/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000209,1/4/2022,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000210,1/5/2022,Servers,Linux Kernel 4.1.12-124.59.1.2.el6uek.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000211,1/24/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/17/2022,1/31/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000212,1/3/2022,Servers,Linux Kernel 3.10.0-1160.45.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/10/2022,1/17/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000213,1/28/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/21/2022,1/28/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000214,1/5/2022,Servers,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000215,1/3/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000216,1/28/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/28/2022,1/31/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000217,1/31/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/24/2022,1/31/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000218,1/4/2022,Servers,Microsoft Windows Server 2016 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000219,1/2/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/17/2022,1/31/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000220,1/3/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Security Updates for Microsoft Word Products (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000221,1/26/2022,Servers,Microsoft Windows Server 2016 Datacenter,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000222,1/5/2022,Servers,Microsoft Windows 10 Enterprise,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000223,1/10/2022,Servers,Microsoft Windows 10 Enterprise,1230123,Security Updates for Microsoft Word Products (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000224,1/24/2022,Servers,Microsoft Windows 10 Enterprise,1230123,Microsoft Edge (Chromium) < 97.0.1072.69 Multiple Vulnerabilities,1/24/2022,1/31/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000225,1/5/2022,Servers,Microsoft Windows 10 Enterprise,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000226,1/26/2022,Servers,Microsoft Windows 10 Enterprise,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000227,1/10/2022,Servers,Microsoft Windows 10 Enterprise,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/10/2022,1/17/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000228,1/12/2022,Servers,Microsoft Windows 10 Enterprise,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000229,1/30/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/30/2022,1/30/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000230,1/26/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000231,1/26/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000232,1/27/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000233,1/10/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/17/2022,1/31/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
